I / *:   1.6	-125	3.504E+14	7.021E+11	92.97	1248  
I / *:   1.6	-120	3.504E+14	8.288E+11	92.51	1299  
I / *:   1.6	-115	3.504E+14	9.745E+11	92.04	1296  
I / *:   1.6	-110	3.504E+14	1.115E+12	91.55	1293  
I / *:   1.6	-105	3.504E+14	1.35E+12	91.05	1289  
I / *:   1.6	-100	3.504E+14	1.505E+12	90.53	1286  
I / *:   1.6	-95	3.504E+14	1.749E+12	89.99	1283  
I / *:   1.6	-90	3.504E+14	2.041E+12	89.44	1298  
I / *:   1.6	-85	3.504E+14	2.535E+12	88.87	1290  
I / *:   1.6	-80	3.504E+14	3.251E+12	88.29	1296  
I / *:   1.6	-75	3.504E+14	3.879E+12	87.69	1288  
I / *:   1.6	-70	3.504E+14	4.704E+12	87.07	1279  
I / *:   1.6	-65	3.504E+14	5.796E+12	86.44	1271  
I / *:   1.6	-60	3.504E+14	7.167E+12	85.79	1296  
I / *:   1.6	-55	3.504E+14	8.426E+12	85.13	1286  
